1000
496.19, 498.89, 34.03
117.24, 196.81, 47.00
402.95, 430.52, 20.06
430.62, 454.93, 51.88
151.72, 416.61, 24.87
420.85, 460.44, 53.00
310.36, 378.80, 56.66
148.75, 458.75, 49.77
236.75, 450.74, 18.16
421.86, 428.49, 34.87
248.36, 461.03, 5.45
126.93, 218.38, 47.21
122.73, 208.38, 53.01
295.48, 397.41, 0.36
166.81, 392.52, 31.87
110.10, 182.21, 20.85
367.00, 409.43, 43.78
150.47, 422.04, 28.92
180.01, 202.51, 26.06
385.59, 412.27, 39.09
408.32, 413.92, 36.58
56.70, 352.32, 46.41
385.86, 439.18, 52.68
475.30, 498.23, 34.58
443.40, 482.93, 0.75
194.78, 225.83, 31.71
389.25, 419.91, 1.15
316.93, 335.59, 44.99
93.28, 347.48, 53.60
174.54, 391.35, 45.74
263.99, 494.81, 9.50
106.54, 185.48, 27.94
219.23, 321.57, 6.54
319.39, 367.20, 43.54
437.50, 480.35, 24.78
224.01, 253.53, 5.47
497.36, 499.99, 30.76
463.48, 489.57, 0.10
232.63, 439.63, 13.39
413.28, 450.80, 3.86
111.42, 451.28, 10.35
58.20, 270.42, 10.57
51.35, 343.88, 24.29
139.65, 410.15, 4.30
173.22, 493.55, 41.39
135.36, 234.35, 55.28
434.14, 452.50, 58.27
295.40, 446.03, 30.07
229.83, 433.29, 4.72
423.51, 478.43, 50.56
479.92, 490.39, 26.38
176.12, 397.56, 45.97
467.15, 491.63, 10.82
164.51, 448.55, 55.58
360.58, 491.87, 50.71
399.29, 436.56, 35.38
469.08, 498.17, 4.73
427.34, 468.99, 56.11
414.72, 424.03, 10.56
187.19, 416.38, 50.84
141.88, 172.61, 29.27
465.50, 497.69, 35.76
54.81, 69.50, 27.18
186.00, 289.45, 3.57
162.74, 456.20, 34.58
415.60, 437.87, 55.27
472.18, 494.63, 10.20
242.73, 256.23, 7.67
62.32, 197.43, 12.22
383.37, 391.03, 30.51
374.28, 381.91, 18.85
312.27, 323.67, 24.65
300.29, 332.75, 1.78
214.44, 428.80, 9.84
238.49, 320.13, 41.07
415.89, 449.84, 43.72
443.54, 485.58, 28.34
496.40, 496.42, 41.40
317.04, 465.87, 43.79
323.77, 376.90, 23.76
306.25, 491.18, 58.75
89.30, 493.48, 11.02
377.06, 498.09, 37.28
382.63, 447.69, 52.32
161.28, 461.09, 34.87
231.30, 244.17, 41.31
410.57, 413.16, 46.83
161.03, 176.37, 7.45
382.14, 481.81, 11.99
16.36, 149.40, 32.61
298.41, 464.81, 34.88
333.86, 468.19, 17.94
125.06, 179.13, 40.47
290.98, 386.21, 16.40
162.82, 394.41, 26.72
477.81, 491.82, 47.53
410.60, 452.94, 58.72
266.56, 451.21, 21.76
392.65, 401.69, 2.81
200.08, 397.24, 18.80
213.71, 283.87, 35.69
394.76, 396.68, 45.58
75.99, 468.70, 50.98
271.83, 490.89, 2.36
422.36, 477.69, 30.99
302.04, 337.05, 27.11
324.32, 410.14, 41.47
188.44, 362.02, 26.90
273.37, 325.93, 50.76
331.10, 455.35, 57.43
222.63, 386.00, 38.12
328.33, 471.12, 55.75
125.40, 312.05, 27.36
485.17, 489.64, 4.54
389.90, 400.82, 48.68
132.39, 438.03, 45.64
178.09, 212.36, 41.09
322.87, 433.73, 44.66
384.33, 429.23, 27.43
475.77, 485.76, 33.21
496.89, 497.75, 32.01
99.95, 151.45, 20.34
437.67, 487.01, 53.25
153.77, 395.58, 44.89
452.89, 457.13, 20.05
205.04, 399.59, 16.08
252.92, 425.88, 36.23
154.21, 438.81, 15.84
437.27, 442.16, 21.40
186.16, 409.95, 11.97
350.14, 404.12, 15.95
137.39, 290.92, 53.54
459.21, 479.99, 19.46
414.98, 484.55, 46.07
194.11, 494.71, 44.62
296.29, 470.45, 31.62
487.27, 490.03, 18.40
185.66, 286.61, 6.17
88.98, 191.72, 58.06
18.20, 305.28, 49.62
143.09, 253.72, 57.43
295.08, 352.00, 1.46
73.64, 422.83, 47.80
20.42, 408.47, 24.24
