100
492.84, 498.09, 2.44
16.37, 73.39, 45.27
220.97, 296.14, 34.41
216.03, 401.42, 46.48
18.30, 465.63, 2.32
195.44, 398.29, 12.58
438.75, 454.71, 36.20
321.99, 354.39, 29.22
307.57, 346.28, 44.02
78.13, 353.41, 54.02
180.36, 380.86, 36.38
333.29, 498.81, 29.69
21.06, 142.40, 31.25
66.79, 150.87, 23.05
497.77, 498.28, 0.03
385.88, 408.13, 11.58
230.77, 276.69, 5.56
449.72, 454.73, 7.12
128.19, 349.87, 48.37
262.61, 431.56, 27.01
426.15, 482.25, 17.85
300.44, 370.14, 23.98
24.32, 90.87, 56.10
146.79, 370.78, 55.19
486.05, 487.34, 23.03
300.04, 307.20, 54.65
467.12, 494.56, 58.51
134.24, 142.95, 0.54
163.29, 491.33, 28.30
216.45, 319.54, 6.19
433.70, 459.74, 33.66
363.52, 364.30, 58.39
378.80, 445.78, 35.83
25.59, 403.62, 7.46
142.03, 275.11, 55.64
373.93, 436.45, 6.50
372.07, 473.18, 10.35
408.37, 495.70, 30.86
444.15, 454.66, 44.24
50.17, 233.87, 30.36
5.22, 13.28, 12.41
107.93, 238.65, 23.26
489.87, 495.04, 46.85
263.45, 425.10, 20.59
267.02, 331.35, 7.74
381.89, 439.26, 19.32
332.91, 499.91, 38.02
68.15, 492.38, 10.32
273.95, 432.24, 33.55
33.46, 356.17, 40.10
401.44, 485.81, 52.56
63.63, 234.83, 10.94
315.47, 427.70, 52.21
256.11, 445.01, 30.33
4.43, 84.55, 57.56
280.37, 496.45, 54.12
239.80, 387.65, 53.05
276.07, 302.59, 57.34
296.29, 390.86, 19.11
199.93, 369.82, 18.41
227.68, 263.17, 32.88
27.09, 261.37, 4.79
371.27, 446.74, 49.25
268.07, 380.30, 48.39
250.43, 363.32, 55.87
341.84, 467.09, 4.27
409.63, 420.78, 8.85
10.42, 400.85, 4.57
259.67, 388.70, 23.29
394.10, 418.47, 58.07
47.47, 319.18, 12.03
110.10, 380.34, 12.21
405.26, 433.58, 13.94
376.60, 398.43, 36.03
392.06, 473.47, 7.68
56.44, 262.43, 7.04
328.39, 359.58, 45.76
148.24, 195.47, 59.74
354.46, 487.30, 3.78
224.72, 475.32, 46.21
326.94, 420.43, 59.25
335.80, 336.70, 57.17
221.58, 482.69, 10.15
495.56, 497.75, 2.39
439.50, 470.44, 53.41
123.69, 210.34, 0.83
139.27, 392.61, 5.13
273.95, 295.95, 49.26
245.40, 395.48, 34.66
216.97, 466.76, 32.65
428.33, 469.02, 22.05
17.08, 375.58, 16.53
427.50, 472.76, 9.60
211.29, 305.24, 8.62
405.58, 484.33, 0.80
130.24, 158.96, 42.54
394.28, 443.22, 42.00
354.59, 429.62, 6.39
131.53, 362.80, 40.47
340.27, 343.32, 2.61
